name_method,name_impact,unit
EDIP2003 w/o LT," land filling w/o LT, slag and ashes w/o LT",kg waste
EDIP2003 w/o LT," non-renewable resources w/o LT, aluminium w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, antimony w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, brown coal w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, cadmium w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, cerium w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, coal w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, cobalt w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, copper w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, gold w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, iron w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, lanthanum w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, lead w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, manganese w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, mercury w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, molybdenum w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, natural gas w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, nickel w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, oil w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, palladium w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, platinum w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, silver w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, tantalum w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, tin w/o LT",kilogram
EDIP2003 w/o LT," non-renewable resources w/o LT, zinc w/o LT",kilogram
EDIP2003 w/o LT," photochemical ozone formation w/o LT, impacts on human heal",person.ppm.h
EDIP2003 w/o LT," photochemical ozone formation w/o LT, impacts on vegetation",m2.ppm.h
EDIP2003 w/o LT," renewable resources w/o LT, wood w/o LT",cubic meter
EDIP2003 w/o LT," stratospheric ozone depletion w/o LT, ODP total w/o LT",kg CFC-11-Eq
EPS 2000," total, abiotic stock resources",ELU
EPS 2000," total, emissions into air",ELU
EPS 2000," total, emissions into soil",ELU
EPS 2000," total, emissions into water",ELU
EPS 2000," total, land occupation",ELU
EPS 2000," total, total",ELU
ILCD 1.0.8 2016 midpoint," climate change, GWP 100a",kg CO2-Eq
ILCD 1.0.8 2016 midpoint," ecosystem quality, freshwater and terrestrial acidification",mol H+-Eq
ILCD 1.0.8 2016 midpoint," ecosystem quality, freshwater ecotoxicity",CTUh.m3.yr
ILCD 1.0.8 2016 midpoint," ecosystem quality, freshwater eutrophication",kg P-Eq
ILCD 1.0.8 2016 midpoint," ecosystem quality, ionising radiation",mol N-Eq
ILCD 1.0.8 2016 midpoint," ecosystem quality, marine eutrophication",kg N-Eq
ILCD 1.0.8 2016 midpoint," ecosystem quality, terrestrial eutrophication",mol N-Eq
ILCD 1.0.8 2016 midpoint," human health, carcinogenic effects",CTUh
ILCD 1.0.8 2016 midpoint," human health, ionising radiation",kg U235-Eq
ILCD 1.0.8 2016 midpoint," human health, non-carcinogenic effects",CTUh
ILCD 1.0.8 2016 midpoint," human health, ozone layer depletion",kg CFC-11-Eq
ILCD 1.0.8 2016 midpoint," human health, photochemical ozone creation",kg ethylene-Eq
ILCD 1.0.8 2016 midpoint," human health, respiratory effects, inorganics",kg PM2.5-Eq
ILCD 1.0.8 2016 midpoint," resources, land use",kg Soil Organic Carbon
ILCD 1.0.8 2016 midpoint," resources, mineral, fossils and renewables",kg Sb-Eq
ILCD 1.0.8 2016 midpoint no LT," climate change, GWP 100a",kg CO2-Eq
ILCD 1.0.8 2016 midpoint no LT," ecosystem quality, freshwater and terrestrial acidification",mol H+-Eq
ILCD 1.0.8 2016 midpoint no LT," ecosystem quality, freshwater ecotoxicity",CTUh.m3.yr
ILCD 1.0.8 2016 midpoint no LT," ecosystem quality, freshwater eutrophication",kg P-Eq
ILCD 1.0.8 2016 midpoint no LT," ecosystem quality, ionising radiation",mol N-Eq
ILCD 1.0.8 2016 midpoint no LT," ecosystem quality, marine eutrophication",kg N-Eq
ILCD 1.0.8 2016 midpoint no LT," ecosystem quality, terrestrial eutrophication",mol N-Eq
ILCD 1.0.8 2016 midpoint no LT," human health, carcinogenic effects",CTUh
ILCD 1.0.8 2016 midpoint no LT," human health, ionising radiation",kg U235-Eq
ILCD 1.0.8 2016 midpoint no LT," human health, non-carcinogenic effects",CTUh
ILCD 1.0.8 2016 midpoint no LT," human health, ozone layer depletion",kg CFC-11-Eq
ILCD 1.0.8 2016 midpoint no LT," human health, photochemical ozone creation",kg ethylene-Eq
ILCD 1.0.8 2016 midpoint no LT," human health, respiratory effects, inorganics",kg PM2.5-Eq
ILCD 1.0.8 2016 midpoint no LT," resources, land use",kg Soil Organic Carbon
ILCD 1.0.8 2016 midpoint no LT," resources, mineral, fossils and renewables",kg Sb-Eq
IMPACT 2002+ Endpoint," climate change, climate change",points
IMPACT 2002+ Endpoint," climate change, total",points
IMPACT 2002+ Endpoint," ecosystem quality, aquatic ecotoxicity",points
IMPACT 2002+ Endpoint," ecosystem quality, land occupation",points
IMPACT 2002+ Endpoint," ecosystem quality, terrestrial acidification & nutrificatio",points
IMPACT 2002+ Endpoint," ecosystem quality, terrestrial ecotoxicity",points
IMPACT 2002+ Endpoint," ecosystem quality, total",points
IMPACT 2002+ Endpoint," human health, human toxicity",points
IMPACT 2002+ Endpoint," human health, ionising radiation",points
IMPACT 2002+ Endpoint," human health, ozone layer depletion",points
IMPACT 2002+ Endpoint," human health, photochemical oxidation",points
IMPACT 2002+ Endpoint," human health, respiratory effects inorganics",points
IMPACT 2002+ Endpoint," human health, total",points
IMPACT 2002+ Endpoint," resources, mineral extraction",points
IMPACT 2002+ Endpoint," resources, non-renewable energy",points
IMPACT 2002+ Endpoint," resources, total",points
IMPACT 2002+ Midpoint," ecosystem quality, aquatic acidification",kg SO2-Eq
IMPACT 2002+ Midpoint," ecosystem quality, aquatic eutrophication",kg PO4-Eq
IPCC 2001," climate change, GWP 100a",kg CO2-Eq
IPCC 2001," climate change, GWP 20a",kg CO2-Eq
IPCC 2001," climate change, GWP 500a",kg CO2-Eq
IPCC 2007," climate change, GWP 100a",kg CO2-Eq
IPCC 2007," climate change, GWP 20a",kg CO2-Eq
IPCC 2007," climate change, GWP 500a",kg CO2-Eq
IPCC 2007 no LT," climate change, GWP 100a",kg CO2-Eq
IPCC 2007 no LT," climate change, GWP 20a",kg CO2-Eq
IPCC 2007 no LT," climate change, GWP 500a",kg CO2-Eq
IPCC 2013," climate change, GTP 100a",kg CO2-Eq
IPCC 2013," climate change, GTP 20a",kg CO2-Eq
IPCC 2013," climate change, GWP 100a",kg CO2-Eq
IPCC 2013," climate change, GWP 20a",kg CO2-Eq
IPCC 2013 no LT," climate change, GTP 100a",kg CO2-Eq
IPCC 2013 no LT," climate change, GTP 20a",kg CO2-Eq
IPCC 2013 no LT," climate change, GWP 100a",kg CO2-Eq
IPCC 2013 no LT," climate change, GWP 20a",kg CO2-Eq
ReCiPe Endpoint E,"A, ecosystem quality, agricultural land occupation",points
ReCiPe Endpoint E,"A, ecosystem quality, climate change, ecosystems",points
ReCiPe Endpoint E,"A, ecosystem quality, freshwater ecotoxicity",points
ReCiPe Endpoint E,"A, ecosystem quality, freshwater eutrophication",points
ReCiPe Endpoint E,"A, ecosystem quality, marine ecotoxicity",points
ReCiPe Endpoint E,"A, ecosystem quality, natural land transformation",points
ReCiPe Endpoint E,"A, ecosystem quality, terrestrial acidification",points
ReCiPe Endpoint E,"A, ecosystem quality, terrestrial ecotoxicity",points
ReCiPe Endpoint E,"A, ecosystem quality, total",points
ReCiPe Endpoint E,"A, ecosystem quality, urban land occupation",points
ReCiPe Endpoint E,"A, human health, climate change, human health",points
ReCiPe Endpoint E,"A, human health, human toxicity",points
ReCiPe Endpoint E,"A, human health, ionising radiation",points
ReCiPe Endpoint E,"A, human health, ozone depletion",points
ReCiPe Endpoint E,"A, human health, particulate matter formation",points
ReCiPe Endpoint E,"A, human health, photochemical oxidant formation",points
ReCiPe Endpoint E,"A, human health, total",points
ReCiPe Endpoint E,"A, resources, fossil depletion",points
ReCiPe Endpoint E,"A, resources, metal depletion",points
ReCiPe Endpoint E,"A, resources, total",points
ReCiPe Endpoint E,"A, total, total",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, agricultural land occupa",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, climate change, ecosyste",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, freshwater ecotoxicity w",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, freshwater eutrophicatio",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, marine ecotoxicity w/o L",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, natural land transformat",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, terrestrial acidificatio",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, terrestrial ecotoxicity ",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, total w/o LT",points
ReCiPe Endpoint E,"A w/o LT, ecosystem quality w/o LT, urban land occupation w/",points
ReCiPe Endpoint E,"A w/o LT, human health w/o LT, climate change, human health ",points
ReCiPe Endpoint E,"A w/o LT, human health w/o LT, human toxicity w/o LT",points
ReCiPe Endpoint E,"A w/o LT, human health w/o LT, ionising radiation w/o LT",points
ReCiPe Endpoint E,"A w/o LT, human health w/o LT, ozone depletion w/o LT",points
ReCiPe Endpoint E,"A w/o LT, human health w/o LT, particulate matter formation ",points
ReCiPe Endpoint E,"A w/o LT, human health w/o LT, photochemical oxidant formati",points
ReCiPe Endpoint E,"A w/o LT, human health w/o LT, total w/o LT",points
ReCiPe Endpoint E,"A w/o LT, resources w/o LT, fossil depletion w/o LT",points
ReCiPe Endpoint E,"A w/o LT, resources w/o LT, metal depletion w/o LT",points
ReCiPe Endpoint E,"A w/o LT, resources w/o LT, total w/o LT",points
ReCiPe Endpoint E,"A w/o LT, total w/o LT, total w/o LT",points
ReCiPe Endpoint H,"A, ecosystem quality, agricultural land occupation",points
ReCiPe Endpoint H,"A, ecosystem quality, climate change, ecosystems",points
ReCiPe Endpoint H,"A, ecosystem quality, freshwater ecotoxicity",points
ReCiPe Endpoint H,"A, ecosystem quality, freshwater eutrophication",points
ReCiPe Endpoint H,"A, ecosystem quality, marine ecotoxicity",points
ReCiPe Endpoint H,"A, ecosystem quality, natural land transformation",points
ReCiPe Endpoint H,"A, ecosystem quality, terrestrial acidification",points
ReCiPe Endpoint H,"A, ecosystem quality, terrestrial ecotoxicity",points
ReCiPe Endpoint H,"A, ecosystem quality, total",points
ReCiPe Endpoint H,"A, ecosystem quality, urban land occupation",points
ReCiPe Endpoint H,"A, human health, climate change, human health",points
ReCiPe Endpoint H,"A, human health, human toxicity",points
ReCiPe Endpoint H,"A, human health, ionising radiation",points
ReCiPe Endpoint H,"A, human health, ozone depletion",points
ReCiPe Endpoint H,"A, human health, particulate matter formation",points
ReCiPe Endpoint H,"A, human health, photochemical oxidant formation",points
ReCiPe Endpoint H,"A, human health, total",points
ReCiPe Endpoint H,"A, resources, fossil depletion",points
ReCiPe Endpoint H,"A, resources, metal depletion",points
ReCiPe Endpoint H,"A, resources, total",points
ReCiPe Endpoint H,"A, total, total",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, agricultural land occupa",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, climate change, ecosyste",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, freshwater ecotoxicity w",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, freshwater eutrophicatio",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, marine ecotoxicity w/o L",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, natural land transformat",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, terrestrial acidificatio",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, terrestrial ecotoxicity ",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, total w/o LT",points
ReCiPe Endpoint H,"A w/o LT, ecosystem quality w/o LT, urban land occupation w/",points
ReCiPe Endpoint H,"A w/o LT, human health w/o LT, climate change, human health ",points
ReCiPe Endpoint H,"A w/o LT, human health w/o LT, human toxicity w/o LT",points
ReCiPe Endpoint H,"A w/o LT, human health w/o LT, ionising radiation w/o LT",points
ReCiPe Endpoint H,"A w/o LT, human health w/o LT, ozone depletion w/o LT",points
ReCiPe Endpoint H,"A w/o LT, human health w/o LT, particulate matter formation ",points
ReCiPe Endpoint H,"A w/o LT, human health w/o LT, photochemical oxidant formati",points
ReCiPe Endpoint H,"A w/o LT, human health w/o LT, total w/o LT",points
ReCiPe Endpoint H,"A w/o LT, resources w/o LT, fossil depletion w/o LT",points
ReCiPe Endpoint H,"A w/o LT, resources w/o LT, metal depletion w/o LT",points
ReCiPe Endpoint H,"A w/o LT, resources w/o LT, total w/o LT",points
ReCiPe Endpoint H,"A w/o LT, total w/o LT, total w/o LT",points
ReCiPe Endpoint I,"A, ecosystem quality, agricultural land occupation",points
ReCiPe Endpoint I,"A, ecosystem quality, climate change, ecosystems",points
ReCiPe Endpoint I,"A, ecosystem quality, freshwater ecotoxicity",points
ReCiPe Endpoint I,"A, ecosystem quality, freshwater eutrophication",points
ReCiPe Endpoint I,"A, ecosystem quality, marine ecotoxicity",points
ReCiPe Endpoint I,"A, ecosystem quality, natural land transformation",points
ReCiPe Endpoint I,"A, ecosystem quality, terrestrial acidification",points
ReCiPe Endpoint I,"A, ecosystem quality, terrestrial ecotoxicity",points
ReCiPe Endpoint I,"A, ecosystem quality, total",points
ReCiPe Endpoint I,"A, ecosystem quality, urban land occupation",points
ReCiPe Endpoint I,"A, human health, climate change, human health",points
ReCiPe Endpoint I,"A, human health, human toxicity",points
ReCiPe Endpoint I,"A, human health, ionising radiation",points
ReCiPe Endpoint I,"A, human health, ozone depletion",points
ReCiPe Endpoint I,"A, human health, particulate matter formation",points
ReCiPe Endpoint I,"A, human health, photochemical oxidant formation",points
ReCiPe Endpoint I,"A, human health, total",points
ReCiPe Endpoint I,"A, resources, fossil depletion",points
ReCiPe Endpoint I,"A, resources, metal depletion",points
ReCiPe Endpoint I,"A, resources, total",points
ReCiPe Endpoint I,"A, total, total",points
ReCiPe Midpoint E," agricultural land occupation, ALOP",square meter-year
ReCiPe Midpoint E," climate change, GWP500",kg CO2-Eq
ReCiPe Midpoint E," fossil depletion, FDP",kg oil-Eq
ReCiPe Midpoint E," freshwater ecotoxicity, FETPinf","kg 1,4-DCB-Eq"
ReCiPe Midpoint E," freshwater eutrophication, FEP",kg P-Eq
ReCiPe Midpoint E," human toxicity, HTPinf","kg 1,4-DCB-Eq"
ReCiPe Midpoint E," ionising radiation, IRP_HE",kg U235-Eq
ReCiPe Midpoint E," marine ecotoxicity, METPinf","kg 1,4-DCB-Eq"
ReCiPe Midpoint E," marine eutrophication, MEP",kg N-Eq
ReCiPe Midpoint E," metal depletion, MDP",kg Fe-Eq
ReCiPe Midpoint E," natural land transformation, NLTP",square meter
ReCiPe Midpoint E," ozone depletion, ODPinf",kg CFC-11-Eq
ReCiPe Midpoint E," particulate matter formation, PMFP",kg PM10-Eq
ReCiPe Midpoint E," photochemical oxidant formation, POFP",kg NMVOC
ReCiPe Midpoint E," terrestrial acidification, TAP500",kg SO2-Eq
ReCiPe Midpoint E," terrestrial ecotoxicity, TETPinf","kg 1,4-DCB-Eq"
ReCiPe Midpoint E," urban land occupation, ULOP",square meter-year
ReCiPe Midpoint E," water depletion, WDP",cubic meter
ReCiPe Midpoint E w/o LT," agricultural land occupation w/o LT, ALOP w/o LT",square meter-year
ReCiPe Midpoint E w/o LT," climate change w/o LT, GWP500 w/o LT",kg CO2-Eq
ReCiPe Midpoint E w/o LT," fossil depletion w/o LT, FDP w/o LT",kg oil-Eq
ReCiPe Midpoint E w/o LT," freshwater ecotoxicity w/o LT, FETPinf w/o LT","kg 1,4-DCB-Eq"
ReCiPe Midpoint E w/o LT," freshwater eutrophication w/o LT, FEP w/o LT",kg P-Eq
ReCiPe Midpoint E w/o LT," human toxicity w/o LT, HTPinf w/o LT","kg 1,4-DCB-Eq"
ReCiPe Midpoint E w/o LT," ionising radiation w/o LT, IRP_HE w/o LT",kg U235-Eq
ReCiPe Midpoint E w/o LT," marine ecotoxicity w/o LT, METPinf w/o LT","kg 1,4-DCB-Eq"
ReCiPe Midpoint E w/o LT," marine eutrophication w/o LT, MEP w/o LT",kg N-Eq
ReCiPe Midpoint E w/o LT," metal depletion w/o LT, MDP w/o LT",kg Fe-Eq
ReCiPe Midpoint E w/o LT," natural land transformation w/o LT, NLTP w/o LT",square meter
ReCiPe Midpoint E w/o LT," ozone depletion w/o LT, ODPinf w/o LT",kg CFC-11-Eq
ReCiPe Midpoint E w/o LT," particulate matter formation w/o LT, PMFP w/o LT",kg PM10-Eq
ReCiPe Midpoint E w/o LT," photochemical oxidant formation w/o LT, POFP w/o LT",kg NMVOC
ReCiPe Midpoint E w/o LT," terrestrial acidification w/o LT, TAP500 w/o LT",kg SO2-Eq
ReCiPe Midpoint E w/o LT," terrestrial ecotoxicity w/o LT, TETPinf w/o LT","kg 1,4-DCB-Eq"
ReCiPe Midpoint E w/o LT," urban land occupation w/o LT, ULOP w/o LT",square meter-year
ReCiPe Midpoint E w/o LT," water depletion w/o LT, WDP w/o LT",cubic meter
ReCiPe Midpoint H," agricultural land occupation, ALOP",square meter-year
ReCiPe Midpoint H," climate change, GWP100",kg CO2-Eq
ReCiPe Midpoint H," fossil depletion, FDP",kg oil-Eq
ReCiPe Midpoint H," freshwater ecotoxicity, FETPinf","kg 1,4-DCB-Eq"
ReCiPe Midpoint H," freshwater eutrophication, FEP",kg P-Eq
ReCiPe Midpoint H," human toxicity, HTPinf","kg 1,4-DCB-Eq"
ReCiPe Midpoint H," ionising radiation, IRP_HE",kg U235-Eq
ReCiPe Midpoint H," marine ecotoxicity, METPinf","kg 1,4-DCB-Eq"
ReCiPe Midpoint H," marine eutrophication, MEP",kg N-Eq
ReCiPe Midpoint H," metal depletion, MDP",kg Fe-Eq
ReCiPe Midpoint H," natural land transformation, NLTP",square meter
ReCiPe Midpoint H," ozone depletion, ODPinf",kg CFC-11-Eq
ReCiPe Midpoint H," particulate matter formation, PMFP",kg PM10-Eq
ReCiPe Midpoint H," photochemical oxidant formation, POFP",kg NMVOC
ReCiPe Midpoint H," terrestrial acidification, TAP100",kg SO2-Eq
ReCiPe Midpoint H," terrestrial ecotoxicity, TETPinf","kg 1,4-DCB-Eq"
ReCiPe Midpoint H," urban land occupation, ULOP",square meter-year
ReCiPe Midpoint H," water depletion, WDP",cubic meter
ReCiPe Midpoint H w/o LT," agricultural land occupation w/o LT, ALOP w/o LT",square meter-year
ReCiPe Midpoint H w/o LT," climate change w/o LT, GWP100 w/o LT",kg CO2-Eq
ReCiPe Midpoint H w/o LT," fossil depletion w/o LT, FDP w/o LT",kg oil-Eq
ReCiPe Midpoint H w/o LT," freshwater ecotoxicity w/o LT, FETPinf w/o LT","kg 1,4-DCB-Eq"
ReCiPe Midpoint H w/o LT," freshwater eutrophication w/o LT, FEP w/o LT",kg P-Eq
ReCiPe Midpoint H w/o LT," human toxicity w/o LT, HTPinf w/o LT","kg 1,4-DCB-Eq"
ReCiPe Midpoint H w/o LT," ionising radiation w/o LT, IRP_HE w/o LT",kg U235-Eq
ReCiPe Midpoint H w/o LT," marine ecotoxicity w/o LT, METPinf w/o LT","kg 1,4-DCB-Eq"
ReCiPe Midpoint H w/o LT," marine eutrophication w/o LT, MEP w/o LT",kg N-Eq
ReCiPe Midpoint H w/o LT," metal depletion w/o LT, MDP w/o LT",kg Fe-Eq
ReCiPe Midpoint H w/o LT," natural land transformation w/o LT, NLTP w/o LT",square meter
ReCiPe Midpoint H w/o LT," ozone depletion w/o LT, ODPinf w/o LT",kg CFC-11-Eq
ReCiPe Midpoint H w/o LT," particulate matter formation w/o LT, PMFP w/o LT",kg PM10-Eq
ReCiPe Midpoint H w/o LT," photochemical oxidant formation w/o LT, POFP w/o LT",kg NMVOC
ReCiPe Midpoint H w/o LT," terrestrial acidification w/o LT, TAP100 w/o LT",kg SO2-Eq
ReCiPe Midpoint H w/o LT," terrestrial ecotoxicity w/o LT, TETPinf w/o LT","kg 1,4-DCB-Eq"
ReCiPe Midpoint H w/o LT," urban land occupation w/o LT, ULOP w/o LT",square meter-year
ReCiPe Midpoint H w/o LT," water depletion w/o LT, WDP w/o LT",cubic meter
ReCiPe Midpoint I," agricultural land occupation, ALOP",square meter-year
ReCiPe Midpoint I," climate change, GWP20",kg CO2-Eq
ReCiPe Midpoint I," fossil depletion, FDP",kg oil-Eq
ReCiPe Midpoint I," freshwater ecotoxicity, FETP100","kg 1,4-DCB-Eq"
ReCiPe Midpoint I," freshwater eutrophication, FEP",kg P-Eq
ReCiPe Midpoint I," human toxicity, HTP100","kg 1,4-DCB-Eq"
ReCiPe Midpoint I," ionising radiation, IRP_I",kg U235-Eq
ReCiPe Midpoint I," marine ecotoxicity, METP100","kg 1,4-DCB-Eq"
ReCiPe Midpoint I," marine eutrophication, MEP",kg N-Eq
ReCiPe Midpoint I," metal depletion, MDP",kg Fe-Eq
ReCiPe Midpoint I," natural land transformation, NLTP",square meter
ReCiPe Midpoint I," ozone depletion, ODPinf",kg CFC-11-Eq
ReCiPe Midpoint I," particulate matter formation, PMFP",kg PM10-Eq
ReCiPe Midpoint I," photochemical oxidant formation, POFP",kg NMVOC
ReCiPe Midpoint I," terrestrial acidification, TAP20",kg SO2-Eq
ReCiPe Midpoint I," terrestrial ecotoxicity, TETP100","kg 1,4-DCB-Eq"
ReCiPe Midpoint I," urban land occupation, ULOP",square meter-year
ReCiPe Midpoint I," water depletion, WDP",cubic meter
TRACI," environmental impact, acidification",moles of H+-Eq
TRACI," environmental impact, ecotoxicity","kg 2,4-D-Eq"
TRACI," environmental impact, eutrophication",kg N
TRACI," environmental impact, global warming",kg CO2-Eq
TRACI," environmental impact, ozone depletion",kg CFC-11-Eq
TRACI," environmental impact, photochemical oxidation",kg NOx-Eq
TRACI," human health, carcinogenics",kg benzene-Eq
TRACI," human health, non-carcinogenics",kg toluene-Eq
TRACI," human health, respiratory effects, average",kg PM2.5-Eq
USEtox," ecotoxicity, total",CTU
USEtox," human toxicity, carcinogenic",CTU
USEtox," human toxicity, non-carcinogenic",CTU
USEtox," human toxicity, total",CTU
USEtox w/o LT," ecotoxicity w/o LT, total w/o LT",CTU
USEtox w/o LT," human toxicity w/o LT, carcinogenic w/o LT",CTU
USEtox w/o LT," human toxicity w/o LT, non-carcinogenic w/o LT",CTU
USEtox w/o LT," human toxicity w/o LT, total w/o LT",CTU
